!FRM4SOC_CP
!RADCAL
# radiometric calibration coefs & linearity, lamp and panel data

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

[VERSION]
0.1

[CALDATE]
2024-12-02 10:16:47

[CALLAB]
Tartu Observatory

[USER]
Riho Vendt

[LAMP_ID]
TO_7

[PANEL_ID]
SG3151/1

[DEVICE]
SAM_874C

# Correlated color temperature (K)
[LAMP_CCT]
2972.0

# wavelength (nm)	bandwidth (nm)	irradiane (mW/m2/nm)	uncertainty (%, k=2)
[LAMPDATA]
223	1042.58	0.000000	2.76	0.019629	0.023885	490.38	0.90	491.92	2.16
224	1045.78	0.000000	2.51	0.019589	0.023454	449.53	0.75	453.12	1.47
225	1048.97	0.000000	2.66	0.019611	0.023609	414.43	0.96	414.02	1.54
226	1052.17	0.000000	2.72	0.019603	0.023938	380.38	0.89	382.62	1.50
227	1055.36	0.000000	2.82	0.019617	0.023372	348.28	0.94	349.92	1.48
228	1058.55	0.000000	3.00	0.019585	0.023426	316.88	0.83	320.12	1.57
229	1061.74	0.000000	2.93	0.019627	0.023598	287.73	0.72	292.02	1.33
230	1064.92	0.000000	3.23	0.019555	0.023479	261.58	0.87	261.72	1.43
231	1068.11	0.000000	3.42	0.019621	0.023680	235.78	0.83	236.92	1.44
232	1071.29	0.000000	3.87	0.019586	0.023666	212.03	0.73	215.62	1.65
233	1074.47	0.000000	3.93	0.019617	0.023649	187.13	0.62	191.52	1.50
234	1077.65	0.000000	4.44	0.019595	0.023646	164.78	0.66	165.92	1.53
235	1080.83	0.000000	6.02	0.019632	0.023587	140.08	0.77	139.22	1.87
236	1084.00	0.000000	5.65	0.019585	0.023404	116.97	0.81	117.32	1.44
237	1087.18	0.000000	7.05	0.019630	0.023649	95.57	0.83	96.22	1.55
238	1090.35	0.000000	7.58	0.019586	0.023592	74.63	0.81	72.12	1.18
239	1093.52	0.000000	11.05	0.019619	0.023705	58.18	0.90	55.12	1.33
240	1096.68	0.000000	16.23	0.019590	0.023560	42.77	0.74	41.82	1.59
241	1099.85	0.000000	19.87	0.019638	0.023738	27.98	0.86	30.02	1.52
242	1103.01	0.000000	37.54	0.019593	0.023456	18.77	0.79	18.22	1.61
243	1106.17	0.000000	60.64	0.019625	0.023448	11.83	0.82	11.52	1.65
244	1109.33	0.000000	57.97	0.019595	0.023753	7.08	0.72	9.12	1.58
245	1112.49	0.000000	149.58	0.019635	0.023372	2.62	0.77	-0.88	1.60
246	1115.64	0.000000	898.37	0.019573	0.023372	-2.43	0.84	-0.88	1.42
247	1118.79	0.000000	47.33	0.019648	0.023699	-9.93	0.70	-11.08	1.40
248	1121.95	0.000000	27.26	0.019617	0.023598	-23.27	0.79	-21.98	1.35
249	1125.09	0.000000	17.50	0.019658	0.023741	-33.48	0.73	-30.88	1.17
250	1128.24	0.000000	17.26	0.019609	0.023296	-43.93	0.73	-44.38	1.87
251	1131.39	0.000000	13.00	0.019674	0.023287	-51.23	0.77	-52.68	1.67
252	1134.53	0.000000	12.90	0.019654	0.023446	-54.62	0.90	-54.18	1.62
253	1137.67	0.000000	9.29	0.019711	0.023585	-58.63	0.94	-58.78	1.21
254	1140.81	0.000000	13.23	0.019745	0.023509	-61.93	0.84	-58.38	1.71
255	1143.94	0.000000	8.56	0.020253	0.024630	-62.53	0.80	-64.88	1.28
[END_OF_CALDATA]
