[Spectrum]
Version            = 1
IDData             = DLAB_2022-02-10_08-14-31_670_067
IDDevice           = SAM_874E
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2022-02-10 08:05:41
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Calibration Station
MethodName         = SAM Calibration Station
Mission            = 
MissionSub         = 0
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 
IDDataCal = 
IntegrationTime = 8192
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $03 $05 Intensity counts
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 12 0 0
 1 0.0199591857106435 0.0178174648532566 0
 2 0.0198611256973514 0.0179167350032278 0
 3 0.0198409303846627 0.0181475793595908 0
 4 0.0198352087748812 0.0181313529680564 0
 5 0.0198247483817718 0.0181911325271217 0
 6 0.0198672594207641 0.0181745978594596 0
 7 0.0198619368388717 0.0180423439094431 0
 8 0.01986484187357 0.0181439545839443 0
 9 0.0198583893814851 0.0181643964682351 0
 10 0.0198544784894272 0.0181988499040216 0
 11 0.019851132377989 0.0181536178011588 0
 12 0.0198544786639037 0.0181062949716927 0
 13 0.0198566779409231 0.0181183489872338 0
 14 0.0198560484295002 0.0181319560790536 0
 15 0.0198441287144559 0.0180484521757286 0
 16 0.0198539430208693 0.0181036025305865 0
 17 0.0198624799843982 0.0180964781400998 0
 18 0.0198492698407275 0.0183468177321462 0
 19 0.0198682687676548 0.0179850626787694 0
 20 0.0198550711862963 0.0182028227558847 0
 21 0.0198567934444048 0.0179997167922278 0
 22 0.0198412976578183 0.0181702537146613 0
 23 0.0198666525912937 0.0178530470056013 0
 24 0.0198408689689142 0.0182140919416013 0
 25 0.0198532018444489 0.0177968883818229 0
 26 0.0198566310067289 0.018156077551394 0
 27 0.0198404592979549 0.0181823426425612 0
 28 0.0198561963856218 0.0180797575641274 0
 29 0.0198589827762604 0.0180271467342444 0
 30 0.0198508005235748 0.0179311353038382 0
 31 0.0198648783391708 0.0181187452425056 0
 32 0.0198602131849507 0.0182378319964224 0
 33 0.0198670777906667 0.0180220236947226 0
 34 0.0198260757994286 0.0181478991567969 0
 35 0.0198491867898856 0.0179231328675291 0
 36 0.0198512414258381 0.0181132973434856 0
 37 0.0198663320778558 0.0181161044716903 0
 38 0.0198490053342648 0.0178516599375885 0
 39 0.0198471775178384 0.0180645150028623 0
 40 0.0198647317788617 0.0181842865626959 0
 41 0.0198682849939747 0.0180678955665594 0
 42 0.019843846934814 0.0183053584333308 0
 43 0.0198686493010288 0.0181793389577768 0
 44 0.0198580289129153 0.0181139767379868 0
 45 0.0198558613906295 0.0180987107854414 0
 46 0.019854254112573 0.0180162132308571 0
 47 0.0198660483789718 0.0182003298389087 0
 48 0.0198573973077737 0.0179510882405448 0
 49 0.0198916043094426 0.0180936875952655 0
 50 0.0198464253493949 0.0180098186832299 0
 51 0.0198640000241755 0.017837394224121 0
 52 0.0198566664254703 0.0181375588143846 0
 53 0.0198688204625326 0.0181297475232396 0
 54 0.019868961788545 0.0181615875944125 0
 55 0.0198623123124255 0.0180343950636047 0
 56 0.019866477416829 0.0179322614019694 0
 57 0.0198780506214283 0.0179623294963744 0
 58 0.0198692451384759 0.0179542801029428 0
 59 0.0198744037124033 0.0182410037842142 0
 60 0.0198658260958363 0.0180501113855779 0
 61 0.0198751253474491 0.018130967361054 0
 62 0.0198707124863326 0.0180554924274308 0
 63 0.0198780371867333 0.0180044601598483 0
 64 0.0198596932448064 0.0180307776195536 0
 65 0.0198713207116153 0.0180497528356536 0
 66 0.0198706390317014 0.0181354956685447 0
 67 0.0198522390827993 0.0181643378154724 0
 68 0.0198588735539348 0.0181686095171263 0
 69 0.0198824367876314 0.0183043073967709 0
 70 0.0198630873372982 0.0184122983048323 0
 71 0.0198652039124288 0.0182287066040944 0
 72 0.0198631639325073 0.0181213922975454 0
 73 0.019893693317277 0.0181546629026178 0
 74 0.0198753957861147 0.0183732088569284 0
 75 0.0198696082241941 0.0181601982570963 0
 76 0.0198686754725125 0.0181618761450575 0
 77 0.0198807237767804 0.018046454839685 0
 78 0.0198956134318029 0.0180476573958819 0
 79 0.0198802701377284 0.0181516335572497 0
 80 0.0198840349929069 0.0180958875975517 0
 81 0.0198814768176068 0.0181211788084717 0
 82 0.0198827569521162 0.0181509815689502 0
 83 0.0198814208106315 0.0181637779958 0
 84 0.0198754345199107 0.0181829057789076 0
 85 0.0198804873610437 0.0181521053977781 0
 86 0.019856391101461 0.0179907865599852 0
 87 0.0198868016676944 0.0181408175339496 0
 88 0.0198791513940356 0.0179912437373229 0
 89 0.0198857368372581 0.0181525363908468 0
 90 0.0198907163982366 0.0179870525086559 0
 91 0.0198881880584279 0.0181503678096835 0
 92 0.019877475372215 0.0179619812455959 0
 93 0.019886757176172 0.0182682097634494 0
 94 0.0198830259949693 0.0178684533058289 0
 95 0.0198919448876847 0.0179763949874645 0
 96 0.0198856986268918 0.0182264268270685 0
 97 0.0198780635326936 0.0181138980106178 0
 98 0.0199001843686814 0.0182444786112798 0
 99 0.0199039733016249 0.0180491610711729 0
