[Spectrum]
Version            = 1
IDData             = DLAB_2007-11-02_16-01-20_987_403
IDDevice           = SAM_8166
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2007-11-02 15:54:35
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Calibration Station
MethodName         = SAM Calibration Station
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 
IDDataCal = 
IntegrationTime = 8192
PathLength = +INF
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $03 $05 Intensity counts
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 12 0 0
 1 0.0200264762594214 0.0270878990046338 0
 2 0.0200767642420539 0.0267415125461371 0
 3 0.019895406328128 0.0266602292433899 0
 4 0.0200197229697496 0.0270782558620256 0
 5 0.0199220071987074 0.0266107861863774 0
 6 0.0200733795712963 0.0267892578151439 0
 7 0.0199390177907745 0.0265886470377664 0
 8 0.0200596978174881 0.0267041544021032 0
 9 0.0199194823484299 0.0270851175370128 0
 10 0.0200528051210461 0.0272151056749469 0
 11 0.0199193958080569 0.0270956114938035 0
 12 0.0200494851810917 0.0268346772228114 0
 13 0.0199198576475072 0.0265075402169926 0
 14 0.0200524005099071 0.0267167190108909 0
 15 0.019912640599143 0.0268894335917009 0
 16 0.0200350894692063 0.027163901114874 0
 17 0.0199162850654961 0.0271145799019935 0
 18 0.0200296637716679 0.0265165842635248 0
 19 0.0199156203098084 0.0268079788692723 0
 20 0.0200383019316007 0.0268031799910014 0
 21 0.0199109869103219 0.0267778680072279 0
 22 0.0200492712728311 0.0270879740662051 0
 23 0.019914359542197 0.0268084959213052 0
 24 0.0200401717968777 0.0269114123180235 0
 25 0.0199047270403575 0.026857255918019 0
 26 0.0200395122754867 0.0272965158841181 0
 27 0.0199107452602885 0.026915063277939 0
 28 0.020022913273621 0.0269372341967964 0
 29 0.0199144951104829 0.0267182675485629 0
 30 0.020040742684177 0.0265873959533909 0
 31 0.0199179753943945 0.0271818511295596 0
 32 0.020028022645159 0.0265317830097796 0
 33 0.0198966854157781 0.026762559287043 0
 34 0.0200435641446038 0.0269733103590173 0
 35 0.0199162655241216 0.0266062304726851 0
 36 0.0200366292248347 0.0269093709924078 0
 37 0.019910059043984 0.0267623173443969 0
 38 0.0200447959491066 0.0270427653546226 0
 39 0.0199135813767462 0.0268972089231164 0
 40 0.0200359320165071 0.0266661013275685 0
 41 0.0199104188146476 0.0270064381725424 0
 42 0.0200406109543753 0.0268922669041746 0
 43 0.0199120807038669 0.0265549621975575 0
 44 0.0200307408154632 0.0267089201136333 0
 45 0.0199024298819888 0.0266363650751334 0
 46 0.0200378348578537 0.0267558418000974 0
 47 0.0199222771139433 0.0267690678235215 0
 48 0.0200274037768061 0.0265891640897994 0
 49 0.0198963143041382 0.0269212165811673 0
 50 0.0200342872259905 0.0263845982658616 0
 51 0.0199022007942675 0.0267390725213846 0
 52 0.0200248464738888 0.0267413482834892 0
 53 0.0198955575993042 0.0264143008278705 0
 54 0.0200158450537613 0.0266610311802702 0
 55 0.0199078334210043 0.0266207882280334 0
 56 0.020029510406773 0.0266022377207775 0
 57 0.0199112353649412 0.0263018729081366 0
 58 0.0200332862539746 0.0266789983020115 0
 59 0.019904922454103 0.026867509328658 0
 60 0.0200201521820834 0.0268197270525508 0
 61 0.0198925817271231 0.0267752806523215 0
 62 0.0200366595837559 0.026588440880288 0
 63 0.019910497678052 0.0268738968938135 0
 64 0.0200385071160334 0.0267904261572293 0
 65 0.0199163098411674 0.0266420006280816 0
 66 0.0200231034530698 0.026825413402981 0
 67 0.01989974590909 0.026832880283707 0
 68 0.0200299570667626 0.0267394911205659 0
 69 0.0199107866112328 0.0265300838252796 0
 70 0.0200407910141837 0.026718537421096 0
 71 0.0199140397266653 0.0267166001343094 0
 72 0.0200386437311787 0.0267478940016297 0
 73 0.0199038340693313 0.0267487682070927 0
 74 0.0200205342857464 0.0267458685611373 0
 75 0.0199053490492884 0.0266204591790523 0
 76 0.0200388885217902 0.0268625610254916 0
 77 0.0199099751207594 0.0268367108677081 0
 78 0.0200293652422763 0.0263719757025584 0
 79 0.0199258844167895 0.0266787979050723 0
 80 0.0200307484924318 0.0263386235771284 0
 81 0.0199082724040254 0.0268821662351051 0
 82 0.0200236938817436 0.0265460272521464 0
 83 0.0199081209583727 0.0263924432474328 0
 84 0.0200374189057383 0.0264026114719165 0
 85 0.0199076486503289 0.0269176555205755 0
 86 0.020034664793263 0.0267945461646844 0
 87 0.0199131350657097 0.0271759631602577 0
 88 0.0200390985915666 0.0266770514143262 0
 89 0.0199020818012547 0.0265839007025954 0
 90 0.0200341441552126 0.0268489378739868 0
 91 0.0199044642786605 0.0266435545771692 0
 92 0.0200261841856625 0.0269899729804742 0
 93 0.0199066323243759 0.0265824823880215 0
 94 0.0200339314682878 0.0269724562281606 0
 95 0.0199152905491129 0.0265921524131459 0
 96 0.0200307968224385 0.0269096303912333 0
 97 0.0199168521143111 0.0268659840077045 0
 98 0.020036719603692 0.0264713734572008 0
 99 0.0199116785353997 0.0265403051165486 0
 100 0.0200344756606736 0.0264493153052621 0
 101 0.0198935793840844 0.0265505703973896 0
