[Spectrum]
Version            = 1
IDData             = TO_2022-07-08_09-52-36
IDDevice           = SAM_8329
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2022-07-08 09:52:36
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2022-06-08_10-23-53_176_586
IDDataCal = 
IntegrationTime = 128
PathLength = +INF
Temperature = +NAN
Unit1 = $05 $00 Pixel
Unit2 = $04 $09 1/Intensity (m^2 nm)/mW
Unit3 = $04 $09 1/Intensity (m^2 nm)/mW
Unit4 = $f1 $00 Status
[END] of [Attributes]

[DATA]
 0 6 0 0
 1 0.022080 0.000930 0
 2 0.024413 0.000756 0
 3 0.027772 0.000790 0
 4 0.033161 0.000698 0
 5 0.040567 0.000664 0
 6 0.047302 0.000741 0
 7 0.053836 0.000722 0
 8 0.059115 0.000741 0
 9 0.064593 0.000840 0
 10 0.070588 0.000831 0
 11 0.078334 0.000921 0
 12 0.085885 0.000973 0
 13 0.094964 0.001068 0
 14 0.105883 0.001184 0
 15 0.117164 0.001292 0
 16 0.129041 0.001421 0
 17 0.140551 0.001539 0
 18 0.149168 0.001627 0
 19 0.154871 0.001690 0
 20 0.156002 0.001698 0
 21 0.154649 0.001681 0
 22 0.151537 0.001646 0
 23 0.147687 0.001605 0
 24 0.144716 0.001559 0
 25 0.143603 0.001533 0
 26 0.143044 0.001509 0
 27 0.144505 0.001507 0
 28 0.147319 0.001520 0
 29 0.150519 0.001536 0
 30 0.155101 0.001565 0
 31 0.161634 0.001613 0
 32 0.169654 0.001673 0
 33 0.179020 0.001747 0
 34 0.189833 0.001831 0
 35 0.201986 0.001927 0
 36 0.215199 0.002030 0
 37 0.228813 0.002134 0
 38 0.241875 0.002231 0
 39 0.253566 0.002313 0
 40 0.263054 0.002372 0
 41 0.269519 0.002404 0
 42 0.272779 0.002424 0
 43 0.273032 0.002425 0
 44 0.271513 0.002410 0
 45 0.268067 0.002378 0
 46 0.263644 0.002338 0
 47 0.258685 0.002293 0
 48 0.253841 0.002249 0
 49 0.248751 0.002203 0
 50 0.243243 0.002153 0
 51 0.237174 0.002099 0
 52 0.230898 0.002042 0
 53 0.224819 0.001988 0
 54 0.220133 0.001946 0
 55 0.216775 0.001915 0
 56 0.214770 0.001897 0
 57 0.213977 0.001889 0
 58 0.214305 0.001891 0
 59 0.215983 0.001905 0
 60 0.219122 0.001932 0
 61 0.223606 0.001971 0
 62 0.229087 0.002019 0
 63 0.235211 0.002072 0
 64 0.240839 0.002121 0
 65 0.245554 0.002161 0
 66 0.249249 0.002193 0
 67 0.252176 0.002218 0
 68 0.254767 0.002240 0
 69 0.257467 0.002263 0
 70 0.260112 0.002286 0
 71 0.262935 0.002310 0
 72 0.265471 0.002331 0
 73 0.267377 0.002347 0
 74 0.268815 0.002359 0
 75 0.269649 0.002366 0
 76 0.269529 0.002364 0
 77 0.268845 0.002358 0
 78 0.267601 0.002346 0
 79 0.265738 0.002329 0
 80 0.263385 0.002308 0
 81 0.260495 0.002282 0
 82 0.256661 0.002248 0
 83 0.252074 0.002207 0
 84 0.246518 0.002158 0
 85 0.240870 0.002108 0
 86 0.236338 0.002068 0
 87 0.233007 0.002038 0
 88 0.230342 0.002015 0
 89 0.228079 0.001994 0
 90 0.225328 0.001970 0
 91 0.221769 0.001938 0
 92 0.217128 0.001897 0
 93 0.211359 0.001847 0
 94 0.204873 0.001789 0
 95 0.198350 0.001732 0
 96 0.191931 0.001676 0
 97 0.186024 0.001624 0
 98 0.180913 0.001579 0
 99 0.176394 0.001539 0
 100 0.172592 0.001506 0
 101 0.169605 0.001479 0
 102 0.167113 0.001457 0
 103 0.165285 0.001441 0
 104 0.163285 0.001423 0
 105 0.160516 0.001399 0
 106 0.157415 0.001372 0
 107 0.154627 0.001347 0
 108 0.152317 0.001327 0
 109 0.150672 0.001312 0
 110 0.149664 0.001303 0
 111 0.149028 0.001298 0
 112 0.148654 0.001294 0
 113 0.148259 0.001290 0
 114 0.147669 0.001285 0
 115 0.146906 0.001278 0
 116 0.145973 0.001270 0
 117 0.144945 0.001261 0
 118 0.144118 0.001253 0
 119 0.143476 0.001248 0
 120 0.143044 0.001244 0
 121 0.143002 0.001243 0
 122 0.143152 0.001244 0
 123 0.143425 0.001247 0
 124 0.143758 0.001249 0
 125 0.143895 0.001250 0
 126 0.143774 0.001249 0
 127 0.143358 0.001245 0
 128 0.142585 0.001238 0
 129 0.141430 0.001228 0
 130 0.140076 0.001216 0
 131 0.138443 0.001202 0
 132 0.136838 0.001188 0
 133 0.135080 0.001173 0
 134 0.133403 0.001158 0
 135 0.131664 0.001143 0
 136 0.129824 0.001127 0
 137 0.127842 0.001109 0
 138 0.125754 0.001091 0
 139 0.123507 0.001071 0
 140 0.121057 0.001050 0
 141 0.118532 0.001028 0
 142 0.115877 0.001005 0
 143 0.113015 0.000980 0
 144 0.109968 0.000954 0
 145 0.106799 0.000926 0
 146 0.103520 0.000897 0
 147 0.100248 0.000869 0
 148 0.097018 0.000841 0
 149 0.093873 0.000814 0
 150 0.090851 0.000787 0
 151 0.087927 0.000762 0
 152 0.085106 0.000737 0
 153 0.082390 0.000714 0
