!FRM4SOC_CP
!TEMPDATA
# thermal characterization results

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

# file format version
# type(s): string(255)
[VERSION]
0.1

# calibration date
# type(s): fixed format as shown
[CALDATE]
2022-06-08 09:00:00

# calibration lab name
# type(s): string(255)
[CALLAB]
Tartu Observatory

# calibration lab person to contact
# type(s): string(255)
[USER]
Riho Vendt

# serial number of the instrument
# type(s): string(255)
[DEVICE]
SAM_8166

# lab temperature (deg Celsius) during cal/char measurements
# type(s): single
[AMBIENT_TEMP]
21.0

# lab temperature (deg Celsius) during cal/char measurements
# type(s): single
[DEVICE_TEMP]
21.0

# pixel no, thermal coefficient (1/deg), uncertainty (1/deg k=2)
# type(s): uint8, single, single
[CALDATA]
0	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00
2	0.00E+00	0.00E+00
3	0.00E+00	0.00E+00
4	0.00E+00	0.00E+00
5	0.00E+00	0.00E+00
6	0.00E+00	0.00E+00
7	0.00E+00	0.00E+00
8	0.00E+00	0.00E+00
9	0.00E+00	0.00E+00
10	0.00E+00	0.00E+00
11	0.00E+00	0.00E+00
12	0.00E+00	0.00E+00
13	0.00E+00	0.00E+00
14	0.00E+00	0.00E+00
15	0.00E+00	0.00E+00
16	0.00E+00	0.00E+00
17	2.09E-04	1.72E-05
18	1.58E-04	1.54E-05
19	-2.65E-06	-2.25E-07
20	-4.43E-05	-3.71E-06
21	-8.22E-06	-6.72E-07
22	-1.25E-04	-1.14E-05
23	-1.91E-04	-1.51E-05
24	-2.14E-04	-2.00E-05
25	-2.39E-04	-1.97E-05
26	-2.33E-04	-1.66E-05
27	-1.73E-04	-1.60E-05
28	-1.59E-04	-1.42E-05
29	-1.45E-04	-1.17E-05
30	-1.50E-04	-1.28E-05
31	-1.36E-04	-1.24E-05
32	-1.34E-04	-9.53E-06
33	-1.20E-04	-1.02E-05
34	-7.71E-05	-6.20E-06
35	-8.75E-05	-7.26E-06
36	-8.32E-05	-6.27E-06
37	-6.24E-05	-5.86E-06
38	-5.74E-05	-5.35E-06
39	-6.66E-05	-4.90E-06
40	-5.69E-05	-4.57E-06
41	-6.10E-05	-4.31E-06
42	-5.53E-05	-5.44E-06
43	1.39E-06	1.19E-07
44	2.88E-05	2.43E-06
45	5.43E-05	4.09E-06
46	6.97E-05	5.47E-06
47	7.81E-05	6.77E-06
48	8.28E-05	8.06E-06
49	7.25E-05	6.15E-06
50	8.61E-05	7.86E-06
51	1.01E-04	9.19E-06
52	1.55E-04	1.21E-05
53	1.86E-04	1.64E-05
54	2.32E-04	1.92E-05
55	2.72E-04	2.69E-05
56	3.29E-04	2.38E-05
57	3.78E-04	2.71E-05
58	4.02E-04	3.12E-05
59	4.28E-04	4.18E-05
60	4.48E-04	4.15E-05
61	4.64E-04	3.99E-05
62	4.65E-04	3.67E-05
63	4.81E-04	4.57E-05
64	4.78E-04	3.78E-05
65	4.99E-04	3.85E-05
66	4.96E-04	4.77E-05
67	5.36E-04	4.17E-05
68	5.72E-04	4.02E-05
69	6.14E-04	5.34E-05
70	6.53E-04	5.24E-05
71	6.80E-04	4.80E-05
72	7.05E-04	5.56E-05
73	7.48E-04	5.92E-05
74	7.64E-04	7.06E-05
75	7.80E-04	7.68E-05
76	8.05E-04	6.40E-05
77	8.20E-04	6.80E-05
78	8.34E-04	7.87E-05
79	8.65E-04	7.98E-05
80	8.91E-04	8.65E-05
81	9.09E-04	7.86E-05
82	9.10E-04	8.10E-05
83	8.98E-04	7.93E-05
84	9.17E-04	7.99E-05
85	9.13E-04	8.57E-05
86	8.91E-04	8.79E-05
87	8.80E-04	8.63E-05
88	8.76E-04	6.86E-05
89	9.06E-04	7.82E-05
90	9.49E-04	9.36E-05
91	1.00E-03	8.52E-05
92	1.17E-03	8.73E-05
93	1.31E-03	9.40E-05
94	1.33E-03	9.45E-05
95	1.22E-03	1.06E-04
96	9.31E-04	6.60E-05
97	8.61E-04	7.83E-05
98	1.19E-03	9.48E-05
99	1.17E-03	9.90E-05
100	1.17E-03	8.58E-05
101	1.40E-03	9.87E-05
102	1.36E-03	1.13E-04
103	1.35E-03	1.27E-04
104	1.52E-03	1.40E-04
105	1.55E-03	1.39E-04
106	1.49E-03	1.31E-04
107	1.48E-03	1.16E-04
108	1.51E-03	1.33E-04
109	1.51E-03	1.25E-04
110	1.54E-03	1.26E-04
111	1.59E-03	1.29E-04
112	1.62E-03	1.43E-04
113	1.63E-03	1.24E-04
114	1.64E-03	1.52E-04
115	1.68E-03	1.29E-04
116	1.69E-03	1.19E-04
117	1.71E-03	1.37E-04
118	1.74E-03	1.49E-04
119	1.77E-03	1.59E-04
120	1.82E-03	1.56E-04
121	1.85E-03	1.37E-04
122	1.86E-03	1.70E-04
123	1.87E-03	1.38E-04
124	1.88E-03	1.47E-04
125	1.88E-03	1.87E-04
126	1.87E-03	1.64E-04
127	1.85E-03	1.82E-04
128	1.83E-03	1.38E-04
129	1.82E-03	1.48E-04
130	1.82E-03	1.77E-04
131	1.87E-03	1.83E-04
132	1.95E-03	1.57E-04
133	2.02E-03	1.68E-04
134	2.12E-03	1.97E-04
135	2.21E-03	1.89E-04
136	2.32E-03	2.04E-04
137	2.42E-03	2.34E-04
138	2.52E-03	2.29E-04
139	2.62E-03	2.11E-04
140	2.71E-03	2.15E-04
141	2.82E-03	2.16E-04
142	2.91E-03	2.30E-04
143	3.01E-03	2.77E-04
144	3.08E-03	2.89E-04
145	3.16E-03	3.07E-04
146	3.21E-03	2.43E-04
147	3.27E-03	2.98E-04
148	3.33E-03	2.65E-04
149	3.38E-03	3.05E-04
150	3.45E-03	3.27E-04
151	3.49E-03	2.53E-04
152	3.51E-03	2.51E-04
153	3.52E-03	3.20E-04
154	3.53E-03	2.49E-04
155	3.54E-03	3.53E-04
156	3.51E-03	3.46E-04
157	3.46E-03	2.94E-04
158	3.42E-03	2.58E-04
159	3.39E-03	3.36E-04
160	3.39E-03	3.19E-04
161	3.45E-03	3.21E-04
162	3.49E-03	2.65E-04
163	3.59E-03	3.47E-04
164	3.68E-03	2.76E-04
165	3.75E-03	2.67E-04
166	3.81E-03	3.22E-04
167	3.89E-03	3.14E-04
168	3.96E-03	3.59E-04
169	4.04E-03	2.91E-04
170	4.12E-03	3.32E-04
171	4.18E-03	3.72E-04
172	4.27E-03	3.82E-04
173	4.35E-03	4.21E-04
174	4.40E-03	3.46E-04
175	4.50E-03	3.59E-04
176	0.00E+00	0.00E+00
177	0.00E+00	0.00E+00
178	0.00E+00	0.00E+00
179	0.00E+00	0.00E+00
