0.042372	0.043065	0.043905	0.045050	0.046718	0.048723	0.049657	0.047854	0.042433	0.034273
0.042686	0.043590	0.044658	0.046174	0.048460	0.051212	0.052861	0.051782	0.046668	0.038362
0.043455	0.044610	0.046016	0.047961	0.050934	0.054480	0.056908	0.056563	0.051630	0.043092
0.044471	0.045963	0.047808	0.050235	0.054070	0.058550	0.061922	0.062352	0.057701	0.048882
0.046117	0.048246	0.050717	0.054009	0.059151	0.065046	0.069897	0.071797	0.067544	0.058376
0.047561	0.050372	0.053545	0.057696	0.064185	0.071645	0.078150	0.081508	0.077859	0.068383
0.048178	0.051584	0.055388	0.060307	0.068083	0.076999	0.085017	0.089741	0.086777	0.077156
0.047536	0.051467	0.055734	0.061237	0.070167	0.080285	0.089573	0.095808	0.093426	0.083899
0.045621	0.049153	0.053205	0.058365	0.066672	0.076412	0.085225	0.091244	0.088804	0.079623
0.045586	0.047959	0.050813	0.054543	0.060499	0.067392	0.073304	0.076240	0.072576	0.063491
0.042372	0.043072	0.043691	0.045128	0.046719	0.048617	0.049490	0.048083	0.042242	0.033587
0.042686	0.043588	0.044448	0.046214	0.048407	0.051015	0.052538	0.051889	0.046333	0.037448
0.043455	0.044599	0.045801	0.047981	0.050826	0.054154	0.056445	0.056529	0.051139	0.041954
0.044471	0.045955	0.047514	0.050202	0.053882	0.058093	0.061277	0.062160	0.057012	0.047458
0.046117	0.048205	0.050378	0.053896	0.058835	0.064388	0.068988	0.071308	0.066499	0.056295
0.047561	0.050299	0.053142	0.057495	0.063722	0.070746	0.076878	0.080677	0.076360	0.065587
0.048178	0.051486	0.054937	0.060033	0.067480	0.075907	0.083382	0.088576	0.084835	0.073563
0.047536	0.051357	0.055266	0.060892	0.069462	0.078955	0.087649	0.094215	0.091084	0.079525
0.045621	0.049065	0.052747	0.058077	0.066042	0.075211	0.083491	0.089797	0.086616	0.075447
0.045586	0.047937	0.050474	0.054439	0.060184	0.066706	0.072294	0.075699	0.071406	0.061051
0.042372	0.042788	0.043767	0.044970	0.046882	0.048570	0.049745	0.047998	0.042251	0.032753
0.042686	0.043272	0.044471	0.045998	0.048417	0.050728	0.052520	0.051412	0.045898	0.036213
0.043455	0.044278	0.045749	0.047612	0.050650	0.053622	0.056098	0.055607	0.050227	0.040226
0.044471	0.045604	0.047394	0.049711	0.053499	0.057250	0.060523	0.060662	0.055529	0.045090
