0.109787	0.110497	0.110372	0.110660	0.109107	0.107795	0.102598	0.090478	0.073694	0.057800
0.109799	0.111079	0.111389	0.111791	0.110291	0.108654	0.103125	0.089990	0.072160	0.055664
0.110014	0.111694	0.112061	0.112435	0.110892	0.108952	0.103000	0.088849	0.070251	0.053166
0.110106	0.112069	0.112338	0.112788	0.111017	0.108794	0.102306	0.087385	0.067646	0.049895
0.109742	0.111674	0.112035	0.112186	0.110329	0.108001	0.100871	0.083967	0.062788	0.043846
0.107893	0.109560	0.109694	0.109559	0.107530	0.104746	0.096659	0.078628	0.055964	0.036345
0.103736	0.105029	0.104796	0.104239	0.101534	0.097981	0.089021	0.070486	0.047004	0.027544
0.095971	0.096367	0.095687	0.094542	0.090389	0.085863	0.076257	0.057027	0.034979	0.017256
0.086439	0.086758	0.085584	0.084215	0.080307	0.075085	0.065940	0.048246	0.029529	0.014906
0.091461	0.091713	0.090916	0.090067	0.086986	0.083504	0.076088	0.061330	0.043657	0.029240
0.109787	0.110456	0.109930	0.110837	0.109149	0.107305	0.102093	0.090870	0.073607	0.055387
0.109799	0.111027	0.110820	0.111971	0.110314	0.108153	0.102739	0.090440	0.072122	0.053318
0.110014	0.111636	0.111388	0.112550	0.110893	0.108579	0.102642	0.089411	0.070265	0.050798
0.110106	0.111948	0.111832	0.112941	0.111054	0.108478	0.102037	0.088029	0.067747	0.047531
0.109742	0.111603	0.111480	0.112384	0.110421	0.107729	0.100590	0.084862	0.063121	0.042080
0.107893	0.109539	0.109177	0.109828	0.107734	0.104624	0.096675	0.079794	0.056719	0.035173
0.103736	0.105044	0.104311	0.104545	0.101876	0.097921	0.089502	0.071937	0.048237	0.027430
0.095971	0.096384	0.095202	0.094939	0.090835	0.086255	0.077094	0.059235	0.036635	0.018331
0.086439	0.086745	0.085265	0.084533	0.080724	0.075409	0.066582	0.050183	0.031090	0.015852
0.091461	0.091618	0.090540	0.090306	0.087226	0.083527	0.076321	0.062337	0.044362	0.028138
