0.057370	0.057242	0.056771	0.056165	0.054469	0.053241	0.050580	0.045228	0.037561	0.029157
0.056899	0.055899	0.054689	0.053322	0.050948	0.049338	0.046521	0.041362	0.034182	0.026456
0.056419	0.054659	0.052988	0.051229	0.048598	0.046837	0.044015	0.039034	0.032216	0.024891
0.055748	0.053273	0.051222	0.049199	0.046404	0.044586	0.041804	0.037076	0.030560	0.023566
0.054396	0.051254	0.048969	0.046748	0.043901	0.042149	0.039514	0.034963	0.028806	0.022069
0.052781	0.049339	0.046964	0.044697	0.041945	0.040241	0.037699	0.033330	0.027361	0.020780
0.050475	0.046987	0.044652	0.042455	0.039835	0.038189	0.035766	0.031574	0.025773	0.019370
0.047468	0.044257	0.042143	0.040143	0.037613	0.035962	0.033545	0.029189	0.023527	0.017319
0.046039	0.043694	0.041969	0.040297	0.037998	0.036131	0.033450	0.028578	0.022629	0.016278
0.048514	0.047348	0.046378	0.045414	0.043883	0.042764	0.040591	0.035991	0.029557	0.022430
0.057370	0.057275	0.056489	0.056288	0.054426	0.053125	0.050371	0.045479	0.037213	0.029509
0.056899	0.055962	0.054455	0.053521	0.051009	0.049353	0.046468	0.041718	0.033945	0.026959
0.056419	0.054742	0.052788	0.051471	0.048714	0.046939	0.044034	0.039447	0.032024	0.025477
0.055748	0.053368	0.051090	0.049490	0.046570	0.044746	0.041880	0.037525	0.030395	0.024234
0.054396	0.051381	0.048873	0.047074	0.044106	0.042353	0.039615	0.035451	0.028656	0.022941
0.052781	0.049481	0.046892	0.045040	0.042168	0.040479	0.037847	0.033845	0.027231	0.021840
0.050475	0.047134	0.044590	0.042795	0.040065	0.038434	0.035955	0.032110	0.025666	0.020668
0.047468	0.044392	0.042071	0.040470	0.037835	0.036239	0.033763	0.029814	0.023480	0.018899
0.046039	0.043801	0.041882	0.040582	0.038201	0.036401	0.033682	0.029267	0.022702	0.017976
0.048514	0.047410	0.046208	0.045617	0.043973	0.042875	0.040637	0.036464	0.029425	0.023474
0.057370	0.056862	0.056576	0.056132	0.054647	0.053012	0.050680	0.045441	0.037358	0.027962
0.056899	0.055662	0.054702	0.053582	0.051534	0.049596	0.047113	0.042034	0.034402	0.025639
0.056419	0.054499	0.053155	0.051718	0.049416	0.047371	0.044868	0.039953	0.032640	0.024251
0.055748	0.053191	0.051557	0.049876	0.047406	0.045319	0.042862	0.038192	0.031123	0.023066
0.054396	0.051319	0.049428	0.047585	0.045048	0.043049	0.040719	0.036225	0.029513	0.021721
0.052781	0.049455	0.047493	0.045618	0.043169	0.041249	0.039045	0.034685	0.028159	0.020513
0.050475	0.047130	0.045194	0.043383	0.041071	0.039246	0.037168	0.033022	0.026722	0.019314
0.047468	0.044377	0.042631	0.041002	0.038833	0.037028	0.035002	0.030841	0.024756	0.017668
0.046039	0.043717	0.042350	0.041032	0.039102	0.037212	0.034999	0.030568	0.024306	0.017175
0.048514	0.047198	0.046501	0.045788	0.044548	0.043258	0.041476	0.037106	0.030325	0.022272
0.057370	0.057128	0.056258	0.056396	0.054598	0.053064	0.050184	0.045349	0.037526	0.028075
0.056899	0.056097	0.054663	0.054240	0.051990	0.050217	0.047237	0.042515	0.035052	0.026197
0.056419	0.055050	0.053315	0.052605	0.050167	0.048317	0.045342	0.040739	0.033566	0.025003
0.055748	0.053844	0.051890	0.050970	0.048413	0.046541	0.043631	0.039202	0.032253	0.023977
0.054396	0.052072	0.049917	0.048861	0.046261	0.044466	0.041671	0.037467	0.030826	0.022808
0.052781	0.050254	0.048071	0.046971	0.044458	0.042746	0.040108	0.036006	0.029604	0.021796
0.050475	0.047926	0.045785	0.044745	0.042387	0.040793	0.038337	0.034388	0.028251	0.020724
0.047468	0.045112	0.043180	0.042283	0.040125	0.038579	0.036205	0.032384	0.026497	0.019357
0.046039	0.044331	0.042748	0.042103	0.040192	0.038707	0.036295	0.032359	0.026339	0.019209
0.048514	0.047637	0.046568	0.046483	0.045124	0.044054	0.041933	0.037986	0.031482	0.023401
0.057370	0.057049	0.056399	0.056218	0.054604	0.053019	0.050466	0.045345	0.037729	0.028409
0.056899	0.056262	0.055192	0.054578	0.052671	0.050926	0.048288	0.043258	0.035917	0.026973
0.056419	0.055364	0.054095	0.053292	0.051235	0.049459	0.046845	0.041921	0.034788	0.026056
0.055748	0.054303	0.052879	0.051930	0.049829	0.048054	0.045510	0.040714	0.033783	0.025235
0.054396	0.052668	0.051105	0.050084	0.048001	0.046284	0.043851	0.039301	0.032601	0.024249
0.052781	0.050923	0.049334	0.048322	0.046308	0.044760	0.042471	0.038045	0.031566	0.023336
0.050475	0.048589	0.047085	0.046130	0.044278	0.042844	0.040736	0.036501	0.030313	0.022326
0.047468	0.045746	0.044386	0.043583	0.041939	0.040565	0.038585	0.034599	0.028724	0.021101
0.046039	0.044784	0.043714	0.043127	0.041703	0.040480	0.038593	0.034569	0.028681	0.021157
0.048514	0.047842	0.047136	0.046949	0.045926	0.044966	0.043233	0.039158	0.032787	0.024577
0.057370	0.056936	0.056562	0.056212	0.054739	0.053155	0.050658	0.045160	0.037325	0.029679
0.056899	0.056438	0.055818	0.055203	0.053596	0.051945	0.049403	0.043991	0.036310	0.028856
0.056419	0.055728	0.055014	0.054319	0.052653	0.051020	0.048540	0.043223	0.035638	0.028315
0.055748	0.054835	0.054040	0.053300	0.051668	0.050086	0.047685	0.042477	0.035027	0.027821
0.054396	0.053350	0.052518	0.051792	0.050225	0.048766	0.046516	0.041516	0.034225	0.027158
