# Example data set collected in the Baltic Sea from RV Aranda
#
# ID: 576
# Mission: SUPREMO12-2
# Location: Western Gulf of Finland
# Latitude: 59.9068333333
# Longitude:  24.5968
# Date, Time: 7/17/2012, 9:20:00 AM 
# Secchi Depth, [m]: 5
# Air Temperature, [degC]: 15.5
# Sea Temperature, [degC]: n. a.
# Wind Speed, [m/s]: 5.4
# Wind Direction, [deg]: 243.5
# Depth, [m]: 38
# 
"Wavelength, [nm]","Sky Radiance, [mW/(m^2 nm sr)]","Upwelling Radiance, [mW/(m^2 nm sr)]","Downwelling Irradiance, [mW/(m^2 nm)]"
350,45.62975515199089,1.8971272831736352,349.4008719629085
351,45.818005659627254,1.9084816404190896,355.34703127927213
352,46.006256167263615,1.9198359976645443,361.2931905956357
353,46.194506674899976,1.9311903549099987,367.2393499119993
354,46.228695399930295,1.9386694372857567,371.89757805624185
355,46.2628841249606,1.9461485196615143,376.5558062004843
356,46.297072849990904,1.9536276020372718,381.2140343447267
357,46.068007348672765,1.9487903087415164,382.36859078978796
358,45.72611860749095,1.9386745687293951,382.02157364948494
359,45.384229866309134,1.928558828717274,381.67455650918185
360,45.10212425111518,1.9202673128639398,382.7743435816056
361,44.90969332490306,1.9147121332487884,386.0443369731207
362,44.71726239869094,1.909156953633637,389.31433036463585
363,44.60259850916052,1.9069896732260563,393.24131107166517
364,45.18783794976658,1.9353134856866623,403.0811776183318
365,45.773077390372634,1.9636372981472683,412.9210441649985
366,46.358316830978694,1.9919611106078743,422.7609107116651
367,47.02799954651807,2.0258867119824187,434.2568307911799
368,47.718793080790796,2.0612127605854487,446.1667642539071
369,48.409586615063525,2.096538809188479,458.0766977166344
370,48.72188546482123,2.1166952142975752,465.71463048330247
371,48.65568963006365,2.1216819759127263,469.08056255390846
372,48.58949379530607,2.126668737527878,472.4464946245145
373,48.413882887075864,2.1260986952618226,474.7887227903942
374,47.80061168495466,2.1033014374709134,473.03613533736393
375,47.18734048283345,2.080504179680004,471.28354788433364
376,46.574069280712244,2.057706921889095,469.53096043130336
377,46.12171577701827,2.0447372378445476,470.5463800529997
378,45.68724201759402,2.0328595064384873,471.8693560163331
379,45.25276825816978,2.020981775032427,473.1923319796664
380,44.713079925636485,2.004040810099095,472.94917477390936
381,44.103248544363765,1.9837243561475801,471.66192878875785
382,43.49341716309104,1.9634079021960649,470.37468280360633
383,42.78303247642748,1.9382806521609168,467.337763743547
384,41.83802341051839,1.9019282112639473,460.2182741753652
385,40.893014344609306,1.8655757703669777,453.0987846071834
386,39.948005278700215,1.8292233294700082,445.9792950390016
387,39.55165919097282,1.8185166530215175,446.41231548112114
388,39.15531310324555,1.8078099765730329,446.8453359232424
389,38.75896701551827,1.797103300124548,447.2783563653636
390,38.76084614511511,1.8050232703224205,452.8532896392709
391,38.9333932249939,1.8209260890830263,460.631899841089
392,39.10594030487269,1.8368289078436324,468.41051004290716
393,39.22862103010908,1.8509051924903002,474.3741805989083
394,39.276502223381804,1.8622416759660578,477.615441686181
395,39.324383416654534,1.8735781594418153,480.85670277345366
396,39.45500874483916,1.888769189628472,485.3958336490866
397,40.3303312872331,1.9386511402133202,501.61579261999566
398,41.20565382962704,1.9885330907981686,517.8357515909047
399,42.08097637202098,2.038415041383017,534.0557105618138
400,43.926670902972155,2.135612779148455,565.2139748784147
401,46.01495843106306,2.2446394637090608,600.1068155314448
402,48.10324595915395,2.3536661482696664,634.999656184475
403,49.93157314385107,2.4515011846302786,666.4487740002344
404,51.499939985154086,2.538144572790884,694.4541689787192
405,53.06830682645711,2.62478796095149,722.4595639572038
406,54.37591108699689,2.6992631175399926,746.8208287815728
407,54.640465024481735,2.725065347839992,756.6055729894516
408,54.90501896196658,2.7508675781399923,766.3903171973304
409,55.16957289945143,2.7766698084399923,776.1750614052091
410,55.104781743236394,2.7851872075372706,782.6665972244526
411,55.00339668772124,2.7917840698342404,788.7922210005132
412,54.9020116322061,2.79838093213121,794.9178447765738
413,54.85508543123637,2.8085991247063595,801.6659162788159
414,54.84446513329698,2.8212315374669656,808.8289529318462
415,54.83384483535758,2.8338639502275718,815.9919895848764
416,54.76100052919099,2.8432491912154543,822.1689695612714
417,54.54296687049402,2.8450576980669693,826.0451506255138
418,54.32493321179705,2.8468662049184843,829.9213316897562
419,54.10689955310008,2.8486747117699993,833.7975127539986
420,53.62133652619108,2.8377767452578824,833.777340814303
421,53.135773499281996,2.8268787787457614,833.7571688746061
422,52.650210472372905,2.81598081223364,833.7369969349091
423,52.083519902166884,2.800627146997885,832.1209138457887
424,51.48206038483355,2.783363896594855,829.8208688354856
425,50.88060086750022,2.7661006461918247,827.5208238251826
426,50.177430254603344,2.743221541133042,823.1305815434876
427,49.32169299836092,2.711918654090618,815.6050433546998
428,48.465955742118496,2.680615767048194,808.0795051659119
429,47.61487899077,2.6498230440878885,800.7757551905778
430,46.80574678346697,2.6236217978666767,795.4680991363354
431,45.99661457616394,2.597420551645465,790.1604430820929
432,45.18748236886091,2.5712193054242527,784.8527870278505
433,44.948765837606096,2.5717686728757547,788.1941389784524
434,44.852653225363674,2.5790056937454517,793.6977429302706
435,44.756540613121246,2.5862427146151488,799.2013468820888
436,44.917158654969526,2.607288838972713,808.3993751223888
437,45.33450735090892,2.642144066818168,821.2918276511766
438,45.75185604684832,2.6769992946636223,834.1842801799645
439,46.14185520703625,2.7115452217193803,847.0018394016009
440,46.42245622421807,2.74485394561635,859.5198253946312
441,46.70305724139988,2.7781626695133195,872.0378113876615
442,46.98365825858169,2.8114713934102893,884.5557973806917
443,47.21686488167263,2.8452592639708945,896.5904368977222
444,47.44480546097566,2.8791003730496825,908.5713712507525
445,47.67274604027868,2.91294148212847,920.5523056037828
446,47.922147909181696,2.948571155274529,932.665732384631
447,48.18585730448473,2.985393204465438,944.8674874506917
448,48.44956669978776,3.0222152536563476,957.0692425167522
449,48.66548888869995,3.0570383238499867,968.5581376060866
450,48.769907596033285,3.0871971097166533,978.3836927497229
451,48.874326303366615,3.1173558955833194,988.2092478933591
452,48.978745010699946,3.147514681449986,998.0348030369955
453,48.89116325751822,3.168192941356051,1003.9227962712397
454,48.80358150433641,3.1888712012621117,1009.8107895054821
455,48.71599975115459,3.2095494611681725,1015.6987827397246
456,48.50177078811225,3.223259604307268,1019.708209503938
457,48.23326444941528,3.233983411689086,1022.9125363524228
458,47.96475811071831,3.2447072190709045,1026.1168632009076
459,47.7064850663486,3.2551182719812077,1029.119349752423
460,47.463561963469814,3.265060193184238,1031.8190758584835
461,47.22063886059103,3.275002114387268,1034.5188019645443
462,46.970401472981976,3.284411607361816,1037.0121864363634
463,46.65433552280016,3.2890292462799975,1037.6484961999997
464,46.33826957261834,3.2936468851981795,1038.284805963636
465,46.02220362243652,3.298264524116361,1038.9211157272723
466,45.626316293660814,3.297969807652728,1037.8473850957582
467,45.21047362023658,3.296447002343637,1036.3461443654553
468,44.79463094681233,3.294924197034546,1034.8449036351524
469,44.37398068143355,3.294073494881515,1033.46943836394
470,43.94852282410022,3.293894895884545,1032.2197485518188
471,43.52306496676689,3.2937162968875757,1030.9700587396976
472,43.127217216591056,3.295223370781511,1030.1522379263633
473,42.8498098950456,3.3034731362390866,1031.0618931081815
474,42.57240257350015,3.3117229016966623,1031.9715482899996
475,42.29499525195469,3.319972667154238,1032.8812034718178
476,42.09086378999101,3.3333778757672654,1035.6609892445438
477,41.89487409020314,3.3473559113975684,1038.64856730515
478,41.69888439041526,3.3613339470278714,1041.636145365756
479,41.477295972936496,3.3726898286145404,1043.8606523045446
480,41.23864174366377,3.3822976075054494,1045.5764451621203
481,40.999987514391044,3.391905386396358,1047.292238019696
482,40.70497046438206,3.397099277263639,1047.3413584736386
483,40.27844016598812,3.39199409607576,1043.5015766524264
484,39.85190986759418,3.3868889148878814,1039.6617948312144
