[Spectrum]
Version            = 1
IDData             = TO_2026-03-11_08-18-25
IDDevice           = SAM_8729
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2026-03-11 08:18:25
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2021-10-12_15-33-52_668_660
IDDataCal = 
IntegrationTime = 32
PathLength = +INF
Temperature = +NAN
Unit1 = $05 $00 Pixel
Unit2 = $04 $04 1/Intensity (m^2 nm Sr)/mW
Unit3 = $04 $04 1/Intensity (m^2 nm Sr)/mW
Unit4 = $f1 $00 Status
[END] of [Attributes]

[DATA]
 0 4 0 0
 1 0.393760 0.017620 0
 2 0.490456 0.014027 0
 3 0.562828 0.013431 0
 4 0.636620 0.012850 0
 5 0.696577 0.014240 0
 6 0.769071 0.011537 0
 7 0.801560 0.012087 0
 8 0.883411 0.011080 0
 9 0.968887 0.011637 0
 10 1.049203 0.011940 0
 11 1.174097 0.012742 0
 12 1.289451 0.013266 0
 13 1.416173 0.014051 0
 14 1.519912 0.014464 0
 15 1.608555 0.015014 0
 16 1.654540 0.015301 0
 17 1.660872 0.015175 0
 18 1.623907 0.014907 0
 19 1.561562 0.014105 0
 20 1.498559 0.013642 0
 21 1.438978 0.012949 0
 22 1.402058 0.012745 0
 23 1.383822 0.012212 0
 24 1.375453 0.012193 0
 25 1.384321 0.012185 0
 26 1.412607 0.012257 0
 27 1.456226 0.012401 0
 28 1.509560 0.012521 0
 29 1.572939 0.012861 0
 30 1.655316 0.013546 0
 31 1.755958 0.014299 0
 32 1.864399 0.015200 0
 33 1.982846 0.016103 0
 34 2.104426 0.016956 0
 35 2.221344 0.017866 0
 36 2.323343 0.018684 0
 37 2.405727 0.019268 0
 38 2.462329 0.019688 0
 39 2.496204 0.019933 0
 40 2.504018 0.019925 0
 41 2.487804 0.019792 0
 42 2.455875 0.019537 0
 43 2.409808 0.019120 0
 44 2.350772 0.018610 0
 45 2.283790 0.018055 0
 46 2.213045 0.017468 0
 47 2.145411 0.016914 0
 48 2.087502 0.016447 0
 49 2.036666 0.016025 0
 50 1.998667 0.015699 0
 51 1.974395 0.015510 0
 52 1.961375 0.015377 0
 53 1.956114 0.015330 0
 54 1.956133 0.015323 0
 55 1.949493 0.015251 0
 56 1.939582 0.015155 0
 57 1.932472 0.015086 0
 58 1.930843 0.015054 0
 59 1.938491 0.015110 0
 60 1.955635 0.015246 0
 61 1.982022 0.015441 0
 62 2.014463 0.015670 0
 63 2.054171 0.015962 0
 64 2.097590 0.016291 0
 65 2.143442 0.016651 0
 66 2.192230 0.017031 0
 67 2.242558 0.017415 0
 68 2.290614 0.017777 0
 69 2.334793 0.018107 0
 70 2.371761 0.018393 0
 71 2.399981 0.018609 0
 72 2.416381 0.018732 0
 73 2.415550 0.018723 0
 74 2.399863 0.018596 0
 75 2.368465 0.018349 0
 76 2.324945 0.018012 0
 77 2.276016 0.017626 0
 78 2.225361 0.017228 0
 79 2.173295 0.016825 0
 80 2.117501 0.016397 0
 81 2.059518 0.015951 0
 82 1.998615 0.015480 0
 83 1.938694 0.015017 0
 84 1.877915 0.014545 0
 85 1.817104 0.014076 0
 86 1.758160 0.013616 0
 87 1.700263 0.013168 0
 88 1.647962 0.012765 0
 89 1.609621 0.012470 0
 90 1.579338 0.012239 0
 91 1.552518 0.012035 0
 92 1.530480 0.011866 0
 93 1.512979 0.011733 0
 94 1.501262 0.011644 0
 95 1.495895 0.011609 0
 96 1.492918 0.011590 0
 97 1.490343 0.011575 0
 98 1.484630 0.011532 0
 99 1.470255 0.011423 0
 100 1.447241 0.011251 0
 101 1.417245 0.011021 0
 102 1.384049 0.010767 0
 103 1.352852 0.010528 0
 104 1.326336 0.010332 0
 105 1.304850 0.010170 0
 106 1.286377 0.010034 0
 107 1.267716 0.009889 0
 108 1.244190 0.009711 0
 109 1.219844 0.009528 0
 110 1.200290 0.009380 0
 111 1.181641 0.009242 0
 112 1.165511 0.009121 0
 113 1.151405 0.009020 0
 114 1.139739 0.008934 0
 115 1.128688 0.008855 0
 116 1.116445 0.008765 0
 117 1.102654 0.008665 0
 118 1.089066 0.008565 0
 119 1.075469 0.008465 0
 120 1.061830 0.008366 0
 121 1.050056 0.008280 0
 122 1.040061 0.008212 0
 123 1.032386 0.008158 0
 124 1.026235 0.008118 0
 125 1.022101 0.008094 0
 126 1.019170 0.008079 0
 127 1.016285 0.008066 0
 128 1.011278 0.008036 0
 129 1.004148 0.007989 0
 130 0.995160 0.007928 0
 131 0.983587 0.007846 0
 132 0.971187 0.007758 0
 133 0.957040 0.007655 0
 134 0.942145 0.007547 0
 135 0.927097 0.007438 0
 136 0.912364 0.007330 0
 137 0.898095 0.007226 0
 138 0.885085 0.007133 0
 139 0.873597 0.007052 0
 140 0.862481 0.006975 0
 141 0.850759 0.006891 0
 142 0.837671 0.006797 0
 143 0.822338 0.006685 0
 144 0.804921 0.006557 0
 145 0.784828 0.006406 0
 146 0.762492 0.006236 0
 147 0.740338 0.006066 0
 148 0.717296 0.005891 0
 149 0.693644 0.005710 0
 150 0.670126 0.005528 0
 151 0.646956 0.005348 0
 152 0.623539 0.005166 0
 153 0.602458 0.005005 0
