[Spectrum]
Version            = 1
IDData             = DLAB_2021-10-12_15-33-52_668_660
IDDevice           = SAM_8729
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-10-12 15:24:43
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Calibration Station
MethodName         = SAM Calibration Station_3
Mission            = 
MissionSub         = 0
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 
IDDataCal = 
IntegrationTime = 8192
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $03 $05 Intensity counts
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 12 0 0
 1 0.0188433852628612 0.0239048013542895 0
 2 0.0188010591690209 0.0240099453340573 0
 3 0.0187319929723075 0.0237634113636755 0
 4 0.0187559245260191 0.0238721560295622 0
 5 0.0187349426730049 0.023431344209117 0
 6 0.0187766347190317 0.0238732297591553 0
 7 0.018748662811656 0.02358567848042 0
 8 0.0187825098681848 0.0239307033569257 0
 9 0.0187491462861994 0.0234887588050011 0
 10 0.0187702638819761 0.0238899105350388 0
 11 0.0187246380874622 0.0236268073337598 0
 12 0.0187656400787004 0.0236965335983926 0
 13 0.0187352689441692 0.0235947305567946 0
 14 0.0187737291609037 0.0237649457618423 0
 15 0.0187534912759348 0.023579293010006 0
 16 0.0187692700634991 0.0236136472946937 0
 17 0.018734492523484 0.0236538455591113 0
 18 0.0187598427460924 0.0237832351246548 0
 19 0.0187290532167741 0.023665045269234 0
 20 0.0187677721822448 0.0238610374906736 0
 21 0.0187357775433371 0.0235910415424081 0
 22 0.0187643201635356 0.0234725210669501 0
 23 0.0187226443438287 0.0236888237276497 0
 24 0.0187597764450002 0.0237248071975581 0
 25 0.0187478747010414 0.0234951198367639 0
 26 0.018767690701692 0.0237245359285307 0
 27 0.0187286451161038 0.0236456827005138 0
 28 0.0187695719079453 0.0235091849787304 0
 29 0.0187214462133017 0.0235502989943178 0
 30 0.0187731469326281 0.0234097287458871 0
 31 0.0187357183957838 0.0235821509356926 0
 32 0.0187642669481853 0.0234864648884699 0
 33 0.0187367165761747 0.0238516870881934 0
 34 0.0187506993020463 0.0236052489522365 0
 35 0.0187264931222318 0.0236712745068426 0
 36 0.0187607252485251 0.023833634605735 0
 37 0.0187387141582926 0.0235739894735895 0
 38 0.018754560468285 0.0233862367433749 0
 39 0.0187369854445513 0.0237361378290261 0
 40 0.0187656179201774 0.0233256112578572 0
 41 0.0187298458637791 0.0234425912254858 0
 42 0.0187523768941559 0.0232871818280953 0
 43 0.0187333545873698 0.0232627615059641 0
 44 0.0187579233294728 0.0233978890922287 0
 45 0.0187353581016906 0.0236032908925964 0
 46 0.0187509435692281 0.0233115434974638 0
 47 0.0187273539895712 0.0232333848508241 0
 48 0.0187473894817323 0.0233659240348115 0
 49 0.0187434267701366 0.0234744176808388 0
 50 0.0187460871887 0.023327777744279 0
 51 0.0187403556337545 0.0233622310055037 0
 52 0.0187634223071658 0.0232686716446138 0
 53 0.0187299803852057 0.0235727841244039 0
 54 0.0187650430199173 0.0234092247859887 0
 55 0.0187276286156742 0.0234393223813367 0
 56 0.0187522345212842 0.0233908432545491 0
 57 0.0187332212872791 0.0233376984401391 0
 58 0.0187631712353982 0.0232876554142416 0
 59 0.0187380497515579 0.0234801611129754 0
 60 0.0187579676465186 0.0229937939012254 0
 61 0.0187377154544719 0.0233989204033059 0
 62 0.0187600624120795 0.0235327373796233 0
 63 0.0187340053849328 0.023504633629083 0
 64 0.0187546081003855 0.0233189217007986 0
 65 0.0187329323540983 0.0234754140795572 0
 66 0.0187470038885381 0.023440775084584 0
 67 0.0187437347212622 0.023284968384551 0
 68 0.0187641121874779 0.0233555405756361 0
 69 0.0187347242283537 0.0233764989882745 0
 70 0.0187543242270249 0.0233726160357352 0
 71 0.0187519511713533 0.0233061793881049 0
 72 0.0187611209613597 0.0231413340529554 0
 73 0.0187310815067662 0.0234967375009062 0
 74 0.0187550036387435 0.0232296488793151 0
 75 0.0187335547119823 0.0233445246790822 0
 76 0.0187595962107153 0.0232964669444646 0
 77 0.0187299060581918 0.0233904044061997 0
 78 0.0187602733542387 0.0233004645841024 0
 79 0.0187367579271191 0.023392283563909 0
 80 0.0187555174722082 0.0233041429502195 0
 81 0.0187257662528892 0.0231716636409273 0
 82 0.0187558578759737 0.0231706316316029 0
 83 0.0187363555841753 0.0233671327006711 0
 84 0.0187557727314132 0.0232927463343934 0
 85 0.0187267677483348 0.0233180773454024 0
 86 0.018758916275567 0.0234928725282317 0
 87 0.0187294506743742 0.0234469404325761 0
 88 0.0187595227560842 0.0234499401024392 0
 89 0.018727489208904 0.0233654783785521 0
 90 0.0187640062802069 0.0231849582671363 0
 91 0.0187279920503455 0.0232797954203562 0
 92 0.0187634659263054 0.0233769652428255 0
 93 0.0187359172990604 0.0233108902872318 0
 94 0.0187660822022995 0.0231964615402183 0
 95 0.0187231892341208 0.023124646469162 0
 96 0.0187563713604853 0.0233663071979487 0
 97 0.0187416057582959 0.0235316706325019 0
 98 0.0187532238033707 0.0232358784660472 0
 99 0.018732930085903 0.0233160951962349 0
