!FRM4SOC_CP
!TEMPDATA
# thermal characterization results

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

# file format version
# type(s): string(255)
[VERSION]
0.1

# calibration date
# type(s): fixed format as shown
[CALDATE]
2022-05-07 09:00:00

# calibration lab name
# type(s): string(255)
[CALLAB]
Tartu Observatory

# calibration lab person to contact
# type(s): string(255)
[USER]
Riho Vendt

# serial number of the instrument
# type(s): string(255)
[DEVICE]
SAT2027

# lab temperature (deg Celsius) during cal/char measurements
# type(s): single
[AMBIENT_TEMP]
21.0

# radiometer internal temperature (deg Celsius) during cal/char measurements when available
# optional
# type(s): single
[DEVICE_TEMP]
24.68

# pixel no, thermal coefficient (1/deg), uncertainty (1/deg k=2)
# type(s): uint8, single, single
[CALDATA]
0	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00
2	0.00E+00	0.00E+00
3	0.00E+00	0.00E+00
4	0.00E+00	0.00E+00
5	0.00E+00	0.00E+00
6	0.00E+00	0.00E+00
7	0.00E+00	0.00E+00
8	0.00E+00	0.00E+00
9	0.00E+00	0.00E+00
10	0.00E+00	0.00E+00
11	0.00E+00	0.00E+00
12	0.00E+00	0.00E+00
13	0.00E+00	0.00E+00
14	0.00E+00	0.00E+00
15	0.00E+00	0.00E+00
16	0.00E+00	0.00E+00
17	0.00E+00	0.00E+00
18	1.30E-03	1.20E-04
19	1.72E-03	1.37E-04
20	1.34E-03	9.64E-05
21	9.83E-04	8.40E-05
22	1.04E-03	8.17E-05
23	7.08E-04	5.92E-05
24	5.73E-04	4.36E-05
25	9.52E-04	7.25E-05
26	9.32E-04	9.32E-05
27	6.82E-04	6.39E-05
28	8.71E-04	8.20E-05
29	8.95E-04	7.22E-05
30	9.46E-04	7.71E-05
31	9.77E-04	9.28E-05
32	9.26E-04	8.17E-05
33	1.04E-03	8.52E-05
34	1.04E-03	9.04E-05
35	1.07E-03	7.82E-05
36	1.03E-03	8.22E-05
37	1.02E-03	1.00E-04
38	1.03E-03	9.37E-05
39	1.00E-03	9.48E-05
40	1.01E-03	7.97E-05
41	1.02E-03	9.19E-05
42	1.09E-03	8.83E-05
43	1.10E-03	9.25E-05
44	1.09E-03	7.80E-05
45	1.18E-03	1.12E-04
46	1.18E-03	9.20E-05
47	1.19E-03	1.07E-04
48	1.23E-03	1.12E-04
49	1.20E-03	1.15E-04
50	1.24E-03	9.00E-05
51	1.25E-03	1.11E-04
52	1.19E-03	1.03E-04
53	1.23E-03	9.60E-05
54	1.28E-03	9.75E-05
55	1.43E-03	1.29E-04
56	1.47E-03	1.36E-04
57	1.53E-03	1.26E-04
58	1.63E-03	1.55E-04
59	1.59E-03	1.26E-04
60	1.62E-03	1.47E-04
61	1.63E-03	1.16E-04
62	1.69E-03	1.62E-04
63	1.69E-03	1.35E-04
64	1.70E-03	1.24E-04
65	1.66E-03	1.62E-04
66	1.68E-03	1.59E-04
67	1.68E-03	1.56E-04
68	1.69E-03	1.50E-04
69	1.73E-03	1.66E-04
70	1.77E-03	1.42E-04
71	1.83E-03	1.68E-04
72	1.89E-03	1.44E-04
73	1.94E-03	1.46E-04
74	1.98E-03	1.98E-04
75	2.03E-03	1.74E-04
76	2.03E-03	1.87E-04
77	2.06E-03	1.90E-04
78	2.08E-03	1.48E-04
79	2.08E-03	1.86E-04
80	2.11E-03	2.07E-04
81	2.11E-03	1.60E-04
82	2.14E-03	1.58E-04
83	2.14E-03	2.11E-04
84	2.13E-03	2.00E-04
85	2.15E-03	1.56E-04
86	2.17E-03	1.72E-04
87	2.15E-03	2.08E-04
88	2.19E-03	1.72E-04
89	2.19E-03	1.76E-04
90	2.19E-03	2.07E-04
91	2.20E-03	1.69E-04
92	2.17E-03	1.84E-04
93	2.15E-03	1.71E-04
94	2.15E-03	1.79E-04
95	2.17E-03	1.60E-04
96	2.22E-03	2.21E-04
97	2.29E-03	1.90E-04
98	2.38E-03	1.96E-04
99	2.47E-03	2.46E-04
100	2.56E-03	1.96E-04
101	2.60E-03	2.56E-04
102	2.65E-03	2.56E-04
103	2.67E-03	2.47E-04
104	2.70E-03	2.56E-04
105	2.77E-03	2.15E-04
106	2.80E-03	2.71E-04
107	2.82E-03	2.42E-04
108	2.82E-03	2.34E-04
109	2.86E-03	2.08E-04
110	2.89E-03	2.18E-04
111	2.91E-03	2.25E-04
112	2.95E-03	2.46E-04
113	2.98E-03	2.79E-04
114	2.98E-03	2.72E-04
115	3.01E-03	2.32E-04
116	3.07E-03	2.18E-04
117	3.09E-03	2.32E-04
118	3.07E-03	2.60E-04
119	3.10E-03	2.18E-04
120	3.10E-03	2.83E-04
121	3.15E-03	2.36E-04
122	3.13E-03	2.33E-04
123	3.15E-03	2.41E-04
124	3.16E-03	3.15E-04
125	3.16E-03	2.35E-04
126	3.17E-03	2.74E-04
127	3.14E-03	2.92E-04
128	3.11E-03	2.48E-04
129	3.16E-03	2.53E-04
130	3.18E-03	3.11E-04
131	3.27E-03	2.80E-04
132	3.32E-03	2.59E-04
133	3.41E-03	2.48E-04
134	3.49E-03	2.99E-04
135	3.56E-03	3.27E-04
136	3.68E-03	2.63E-04
137	3.74E-03	3.03E-04
138	3.84E-03	3.02E-04
139	3.94E-03	2.88E-04
140	4.04E-03	3.36E-04
141	4.15E-03	3.87E-04
142	4.26E-03	4.22E-04
143	4.36E-03	3.91E-04
144	4.45E-03	3.12E-04
145	4.53E-03	3.58E-04
146	4.61E-03	4.27E-04
147	4.66E-03	4.16E-04
148	4.77E-03	4.07E-04
149	4.81E-03	3.87E-04
150	4.89E-03	3.93E-04
151	4.93E-03	4.34E-04
152	4.94E-03	4.26E-04
153	4.95E-03	3.86E-04
154	4.93E-03	4.25E-04
155	4.95E-03	3.51E-04
156	4.88E-03	4.26E-04
157	4.87E-03	4.05E-04
158	4.88E-03	4.04E-04
159	4.88E-03	3.61E-04
160	4.98E-03	4.25E-04
161	4.97E-03	3.57E-04
162	5.10E-03	3.75E-04
163	5.10E-03	4.65E-04
164	5.16E-03	4.84E-04
165	5.25E-03	4.18E-04
166	5.33E-03	4.45E-04
167	5.41E-03	4.06E-04
168	5.50E-03	4.72E-04
169	5.58E-03	5.33E-04
170	5.65E-03	5.62E-04
171	5.67E-03	4.74E-04
172	5.78E-03	4.82E-04
173	5.91E-03	5.76E-04
174	5.97E-03	5.16E-04
175	6.01E-03	5.40E-04
176	6.17E-03	4.94E-04
177	6.07E-03	5.24E-04
178	6.15E-03	4.49E-04
179	6.14E-03	5.01E-04
180	6.12E-03	5.89E-04
181	0.00E+00	0.00E+00
182	0.00E+00	0.00E+00
