filename,ESWindowDark,ESWindowLight,ESSigmaDark,ESSigmaLight,ESMinDark,ESMaxDark,ESMinMaxBandDark,ESMinLight,ESMaxLight,ESMinMaxBandLight,LIWindowDark,LIWindowLight,LISigmaDark,LISigmaLight,LIMinDark,LIMaxDark,LIMinMaxBandDark,LIMinLight,LIMaxLight,LIMinMaxBandLight,LTWindowDark,LTWindowLight,LTSigmaDark,LTSigmaLight,LTMinDark,LTMaxDark,LTMinMaxBandDark,LTMinLight,LTMaxLight,LTMinMaxBandLight,Threshold,Comments
FRM4SOC2_FICE22_NASA_20220719_080000_L1AQC,11,5,3.2,2.5,-999,-999,-999,-999,-999,-999,11,5,3.0,2.9,-999,-999,-999,-999,-999,-999,11,5,3.5,2.9,-999,-999,-999,-999,-999,-999,0,Color front offshore. Some floating seaweed.
