filename,ESWindowDark,ESWindowLight,ESSigmaDark,ESSigmaLight,LIWindowDark,LIWindowLight,LISigmaDark,LISigmaLight,LTWindowDark,LTWindowLight,LTSigmaDark,LTSigmaLight
1614100_L1C,9,11,2.7,3.7,9,11,3.2,3.7,9,15,2.7,5.0
